LapTimeSec,Compound,TrackName,Driver,Team,TireAge,TireAgeSq,RaceLapNumber,TrackTemp,AirTemp,Humidity,WindSpeed,GapToCarAhead,DRS_Available,CircuitLength,NumberOfCorners,RaceID,LapNumber,PitLossSec,TotalRaceLaps,TyreHealth,TyreTemp_C,Psi_T,SlidingProxy,Fz_N,StintNumber
92.981,HARD,Miami,BOT,Alfa Romeo,5,25,20,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,20,24.0,57,0.9948967732713608,45.37658985201711,1.0,0.3634712799617731,22731.560243850035,2
93.112,HARD,Miami,BOT,Alfa Romeo,6,36,21,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,21,24.0,57,0.9935219595911702,43.51961592483037,1.0,0.0,23021.980248972817,2
92.876,HARD,Miami,BOT,Alfa Romeo,7,49,22,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,22,24.0,57,0.9935219595911702,34.89762353486634,1.0,0.4084080330450515,22479.924166451452,2
93.085,HARD,Miami,BOT,Alfa Romeo,8,64,23,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,23,24.0,57,0.9919982249151786,38.73586431898599,1.0,0.344241004094625,22630.74172030771,2
93.046,HARD,Miami,BOT,Alfa Romeo,9,81,24,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,24,24.0,57,0.990704204650288,39.53851332975017,1.0,0.2544411368259893,22848.79256235828,2
92.901,HARD,Miami,BOT,Alfa Romeo,10,100,25,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,25,24.0,57,0.9897400351611668,38.161209272118846,1.0,0.4844533213479232,22652.87043002469,2
92.851,HARD,Miami,BOT,Alfa Romeo,11,121,26,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,26,24.0,57,0.9879253939198168,42.08827711606632,1.0,0.5875248472322042,22745.221274910826,2
92.797,HARD,Miami,BOT,Alfa Romeo,12,144,27,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,27,24.0,57,0.9857213778974524,46.28846545067413,1.0,0.5897470106404366,22998.36474706063,2
92.64,HARD,Miami,BOT,Alfa Romeo,13,169,28,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,28,24.0,57,0.9834907277440684,48.71666988112167,1.0,0.7136449612030511,23084.76594510367,2
92.937,HARD,Miami,BOT,Alfa Romeo,14,196,29,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,29,24.0,57,0.980792661514209,52.500932025218646,1.0,0.6567562400867409,22736.61744597312,2
92.631,HARD,Miami,BOT,Alfa Romeo,15,225,30,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,30,24.0,57,0.9783457058230643,53.218253443657815,1.0,0.7885238856020967,22727.97885682097,2
92.584,HARD,Miami,BOT,Alfa Romeo,16,256,31,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,31,24.0,57,0.975426611282911,56.101916212032094,1.0,0.0668678237984482,23207.83037208877,2
92.496,HARD,Miami,BOT,Alfa Romeo,17,289,32,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,32,24.0,57,0.9751743801917496,43.140565701667185,1.0,0.5336401293729301,23001.873969701628,2
92.575,HARD,Miami,BOT,Alfa Romeo,18,324,33,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,33,24.0,57,0.9731834971724684,45.89634292377211,1.0,0.3705289561559472,22885.691625268148,2
92.47,HARD,Miami,BOT,Alfa Romeo,19,361,34,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,34,24.0,57,0.971809327511034,44.00393108938576,1.0,0.4488831646993506,23359.912860543292,2
92.443,HARD,Miami,BOT,Alfa Romeo,20,400,35,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,35,24.0,57,0.9701146774833348,44.787121765307354,1.0,0.4448328040439134,23501.341915670553,2
92.524,HARD,Miami,BOT,Alfa Romeo,21,441,36,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,36,24.0,57,0.9684285849851516,45.18138851630955,1.0,0.3564778707980969,23005.043543921136,2
92.492,HARD,Miami,BOT,Alfa Romeo,22,484,37,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,37,24.0,57,0.9671068219654982,43.3699159649953,1.0,0.3405628885266386,22741.15245134935,2
92.632,HARD,Miami,BOT,Alfa Romeo,23,529,38,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,38,24.0,57,0.9658606414576428,41.98367047290034,1.0,0.1449681851261308,22787.507572175982,2
92.844,HARD,Miami,BOT,Alfa Romeo,24,576,39,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,39,24.0,57,0.96532878070809,37.17335071456702,1.0,0.6690937722911231,22837.083552000004,2
94.143,HARD,Miami,BOT,Alfa Romeo,25,625,40,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,40,24.0,57,0.9628668555834368,45.30503620985303,1.0,1.2144424856275329,22644.458900159178,2
92.777,HARD,Miami,BOT,Alfa Romeo,26,676,41,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,41,24.0,57,0.9583901953799708,59.38475949280216,1.0,0.6378840963952299,22985.500827743617,2
92.216,HARD,Miami,BOT,Alfa Romeo,27,729,42,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,42,24.0,57,0.9560464018499988,56.68412993213222,1.0,0.3917427312593485,22874.938710559032,2
92.348,HARD,Miami,BOT,Alfa Romeo,28,784,43,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,43,24.0,57,0.9546253965785132,50.25627185466306,1.0,0.4851550301057802,23052.890980007705,2
92.079,HARD,Miami,BOT,Alfa Romeo,29,841,44,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,44,24.0,57,0.9528522882100856,48.76570248236825,1.0,0.5493224101136052,23078.710618304303,2
92.269,HARD,Miami,BOT,Alfa Romeo,30,900,45,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,45,24.0,57,0.9508522359474416,49.271011766505374,1.0,0.1839576698140527,22817.808088888887,2
92.618,HARD,Miami,BOT,Alfa Romeo,31,961,46,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,46,24.0,57,0.9501895896119844,41.93809637220135,1.0,0.517067809778762,22783.94275575984,2
92.014,HARD,Miami,BOT,Alfa Romeo,32,1024,47,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,47,24.0,57,0.9483252366212968,44.81730826802182,1.0,0.4481078702288453,23222.50355386445,2
92.427,HARD,Miami,BOT,Alfa Romeo,33,1089,48,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,48,24.0,57,0.9466921804315998,45.15048734205278,1.0,0.5021230687049932,22957.91890585304,2
92.35,HARD,Miami,BOT,Alfa Romeo,34,1156,49,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,49,24.0,57,0.944878309190866,46.319525074335075,1.0,0.4638066628532782,22998.26493824995,2
93.074,HARD,Miami,BOT,Alfa Romeo,35,1225,50,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,50,24.0,57,0.9432043981804932,46.188781560139766,1.0,0.952787170065913,22744.40335311565,2
92.997,HARD,Miami,BOT,Alfa Romeo,36,1296,51,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,51,24.0,57,0.9397862646329744,55.372850656994544,1.0,1.3428389276338952,22213.370242214536,2
92.793,HARD,Miami,BOT,Alfa Romeo,37,1369,52,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,52,24.0,57,0.9351054105337356,66.10653782559098,1.0,1.014334527193548,22668.870982153923,2
92.855,HARD,Miami,BOT,Alfa Romeo,38,1444,53,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,53,24.0,57,0.9315209344925626,67.0343243442031,1.0,0.6167601639950323,23280.0623553719,2
92.188,HARD,Miami,BOT,Alfa Romeo,39,1521,54,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,54,24.0,57,0.9292881342854188,60.5269718086816,1.0,1.0037580022122292,23505.091437998064,2
92.063,HARD,Miami,BOT,Alfa Romeo,40,1600,55,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,55,24.0,57,0.9256570327788736,64.5648750505038,1.0,0.7814137096675882,23369.355765968976,2
91.838,HARD,Miami,BOT,Alfa Romeo,41,1681,56,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,56,24.0,57,0.9228601223843236,62.519500433774,1.0,1.1285465341574166,23089.034045583045,2
91.894,HARD,Miami,BOT,Alfa Romeo,42,1764,57,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,57,24.0,57,0.9188934984953462,67.39769548057373,1.0,0.9064453697242452,23502.549136316928,2
95.177,MEDIUM,Miami,ALB,Williams,2,4,2,37.8,25.2,50.0,1.7,10.0,0,5.412,19,2023_Miami Grand Prix,2,24.0,57,1.0,40.0,1.0,0.2723703981696749,22290.83299905744,1
94.158,MEDIUM,Miami,ALB,Williams,3,9,3,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,3,24.0,57,0.9974874161310526,38.61220453757239,1.0,2.360488606510552,22254.09722179875,1
94.269,MEDIUM,Miami,ALB,Williams,4,16,4,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,4,24.0,57,0.9762374871496274,69.0467736024273,1.0,1.25665499331649,22226.743386025148,1
93.842,MEDIUM,Miami,ALB,Williams,5,25,5,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,5,24.0,57,0.9651104904935572,72.18163927532122,1.0,2.8522717902469528,22284.266643762683,1
93.689,MEDIUM,Miami,ALB,Williams,6,36,6,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,6,24.0,57,0.9403713027377428,90.18674123038784,1.0000174361435634,1.3947567095263778,22866.228577093076,1
93.544,MEDIUM,Miami,ALB,Williams,7,49,7,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,7,24.0,57,0.9282174127314616,86.21221925073988,1.0,1.5525290828916345,22656.361535965392,1
94.267,MEDIUM,Miami,ALB,Williams,8,64,8,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,8,24.0,57,0.9150154906884932,86.09765643566794,1.0,1.6207862447084098,21902.50224355556,1
93.593,MEDIUM,Miami,ALB,Williams,9,81,9,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,9,24.0,57,0.9017813310075818,85.96899661422606,1.0,2.0985115448513096,22244.474305102867,1
93.902,MEDIUM,Miami,ALB,Williams,10,100,10,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,10,24.0,57,0.884790958258439,91.71935052461988,1.0014780831132553,3.014038942131529,22712.151874246538,1
93.455,MEDIUM,Miami,ALB,Williams,11,121,11,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,11,24.0,57,0.8603374638692433,102.21719324548108,1.0746299053987145,2.7561386191357724,22738.616836864036,1
93.292,MEDIUM,Miami,ALB,Williams,12,144,12,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,12,24.0,57,0.8370829459966713,106.35173412973197,1.133689604524721,1.8596365272206536,22928.120636734704,1
93.605,MEDIUM,Miami,ALB,Williams,13,169,13,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,13,24.0,57,0.8208088877631846,101.06363926152348,1.061202056854562,1.385839881732489,21863.671337732652,1
93.704,MEDIUM,Miami,ALB,Williams,14,196,14,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,14,24.0,57,0.8101237136020211,90.71112285581732,1.0002528478580328,2.4824574406189,22386.30991900827,1
94.412,MEDIUM,Miami,ALB,Williams,15,225,15,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,15,24.0,57,0.7919594735918437,97.76210481610448,1.030125135588096,2.173150700729608,22359.300641677208,1
93.91,MEDIUM,Miami,ALB,Williams,16,256,16,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,16,24.0,57,0.7758323524687558,98.8883770905769,1.0395016236521462,1.1108858136740725,22426.88743003596,1
93.692,MEDIUM,Miami,ALB,Williams,17,289,17,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,17,24.0,57,0.7676609863903042,85.85818830463462,1.0,0.7644318039864754,22305.097805294427,1
93.858,MEDIUM,Miami,ALB,Williams,18,324,18,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,18,24.0,57,0.7623404672398831,72.73617853406762,1.0,0.8021254497463919,22644.48788595062,1
94.015,MEDIUM,Miami,ALB,Williams,19,361,19,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,19,24.0,57,0.7567032741655053,66.69486317646638,1.0,1.08479873600779,22682.708656829804,1
93.391,MEDIUM,Miami,ALB,Williams,20,400,20,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,20,24.0,57,0.7491204631513555,68.5885033811704,1.0,1.2359235848289962,22539.964393865615,1
94.324,MEDIUM,Miami,ALB,Williams,21,441,21,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,21,24.0,57,0.7406833699938947,71.91597859577426,1.0,0.1250080660164553,22638.714915314547,1
92.241,HARD,Miami,ALB,Williams,2,4,24,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,24,24.0,57,1.0,40.0,1.0,0.2245705350433087,22765.028448450415,2
92.519,HARD,Miami,ALB,Williams,3,9,25,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,25,24.0,57,0.9991515364845674,37.78201516319484,1.0,0.6181812080693699,22907.25953562905,2
92.586,HARD,Miami,ALB,Williams,4,16,26,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,26,24.0,57,0.9967980498238374,44.65058357190778,1.0,0.382206282518597,22643.126842152255,2
92.07,HARD,Miami,ALB,Williams,5,25,27,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,27,24.0,57,0.9953614160368524,43.49025976226034,1.0,1.2205279612807047,23338.418610629757,2
92.378,HARD,Miami,ALB,Williams,6,36,28,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,28,24.0,57,0.99067365012258,58.90270359941794,1.0,0.0784643747508165,23201.38524491691,2
92.383,HARD,Miami,ALB,Williams,7,49,29,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,29,24.0,57,0.9903738081854344,44.92442746759605,1.0,0.2143553500044851,22833.447318381724,2
92.522,HARD,Miami,ALB,Williams,8,64,30,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,30,24.0,57,0.98956807212482,40.22906491155617,1.0,0.6426360807530138,22621.52063897211,2
92.408,HARD,Miami,ALB,Williams,9,81,31,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,31,24.0,57,0.9871751725457484,46.280055501995236,1.0,0.0648553711817973,22895.024937887316,2
92.222,HARD,Miami,ALB,Williams,10,100,32,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,32,24.0,57,0.9869313859967584,37.819573131693936,1.0,0.2335815231203884,22771.555751709308,2
92.681,HARD,Miami,ALB,Williams,11,121,33,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,33,24.0,57,0.9860603552738936,36.79609506829057,1.0,0.0113205688766789,22598.88309397972,2
92.311,HARD,Miami,ALB,Williams,12,144,34,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,34,24.0,57,0.9860182716942798,31.56683148538544,1.0,0.0,23336.536667152264,2
92.305,HARD,Miami,ALB,Williams,13,169,35,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,35,24.0,57,0.9860182716942798,28.53587757914836,1.0,0.5423348301776115,23465.28383222152,2
92.318,HARD,Miami,ALB,Williams,14,196,36,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,36,24.0,57,0.9839356185620026,38.42842637184171,1.0,0.7470684574623744,22947.737422988455,2
92.346,HARD,Miami,ALB,Williams,15,225,37,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,37,24.0,57,0.981136589623983,47.49951965315815,1.0,0.3323388434960132,22819.423267407292,2
93.361,HARD,Miami,ALB,Williams,16,256,38,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,38,24.0,57,0.979900550756032,44.063644462630194,1.0,0.6687605826761853,22102.990561280007,2
92.444,HARD,Miami,ALB,Williams,17,289,39,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,39,24.0,57,0.977469453040284,48.57237349168294,1.0,0.1610391621989224,23165.265790277856,2
92.753,HARD,Miami,ALB,Williams,18,324,40,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,40,24.0,57,0.9768628725610152,41.119511574747,1.0,0.7602704291834325,23032.615284710744,2
92.386,HARD,Miami,ALB,Williams,19,361,41,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,41,24.0,57,0.9740111272335904,49.29467953055055,1.0,1.4965863202400138,22928.449078351285,2
92.816,HARD,Miami,ALB,Williams,20,400,42,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,42,24.0,57,0.9684689486169932,65.8004759536623,1.0,0.3996203512092934,22634.983284710743,2
92.456,HARD,Miami,ALB,Williams,21,441,43,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,43,24.0,57,0.9670064996609834,55.17418994360621,1.0,0.93516819013051,23015.19709515928,2
91.996,HARD,Miami,ALB,Williams,22,484,44,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,44,24.0,57,0.9635489863736294,60.0527858346653,1.0,0.8649607407930435,23114.504671633986,2
92.369,HARD,Miami,ALB,Williams,23,529,45,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,45,24.0,57,0.9603642204304126,61.466572358030675,1.0,0.8014032234437641,22686.3382946914,2
92.419,HARD,Miami,ALB,Williams,24,576,46,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,46,24.0,57,0.9574655824876632,60.742303234766005,1.0,1.3061785815348057,22722.837625050277,2
92.711,HARD,Miami,ALB,Williams,25,625,47,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,47,24.0,57,0.9527498369585666,68.9401473086216,1.0,1.6557995544872306,22861.277787524457,2
93.044,HARD,Miami,ALB,Williams,26,676,48,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,48,24.0,57,0.9467502698538018,78.45638508985544,1.0,2.2970553657980637,22417.02604863479,2
93.798,HARD,Miami,ALB,Williams,27,729,49,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,49,24.0,57,0.938620571419126,89.73455245892734,1.0,1.6086238372834516,22224.523525620734,2
92.457,HARD,Miami,ALB,Williams,28,784,50,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,50,24.0,57,0.9329720724022124,88.16276623320415,1.0,0.8693487564790705,22469.34418466739,2
92.128,HARD,Miami,ALB,Williams,29,841,51,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,51,24.0,57,0.9299440459907548,76.17572253556929,1.0,0.4021865597517238,22800.60833378685,2
92.144,HARD,Miami,ALB,Williams,30,900,52,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,52,24.0,57,0.9285309723855172,60.961523474465466,1.0,1.0502814026771592,22933.508725446532,2
92.076,HARD,Miami,ALB,Williams,31,961,53,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,53,24.0,57,0.9248288998035284,65.1048231021504,1.0,0.7415475189792622,23546.934366161204,2
92.104,HARD,Miami,ALB,Williams,32,1024,54,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,54,24.0,57,0.9221563522731512,62.161020591776015,1.0,1.122616996280923,23411.4293032751,2
91.852,HARD,Miami,ALB,Williams,33,1089,55,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,55,24.0,57,0.918147045534866,67.42747646591496,1.0,2.04315393869678,23321.670085442216,2
92.147,HARD,Miami,ALB,Williams,34,1156,56,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,56,24.0,57,0.9109422026627264,82.6547605406615,1.0,1.1666840205813225,22998.75800911892,2
92.058,HARD,Miami,ALB,Williams,35,1225,57,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,57,24.0,57,0.906897038968412,78.81532558835536,1.0,1.5944882530091933,23266.7258,2
95.313,HARD,Miami,HUL,Haas F1 Team,2,4,2,37.8,25.2,50.0,1.7,10.0,0,5.412,19,2023_Miami Grand Prix,2,24.0,57,1.0,40.0,1.0,0.4227251540674559,22320.686763530975,1
93.858,HARD,Miami,HUL,Haas F1 Team,3,9,3,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,3,24.0,57,0.9983825203694668,41.74045600460372,1.0,2.4649153097861625,22313.24556205677,1
94.463,HARD,Miami,HUL,Haas F1 Team,4,16,4,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,4,24.0,57,0.9891485314285304,71.52868430939132,1.0,2.9882578957611288,22178.899987972294,1
93.708,HARD,Miami,HUL,Haas F1 Team,5,25,5,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,5,24.0,57,0.9780642114450118,90.50664270991706,1.000128343417756,2.887912257102751,22206.62952053919,1
93.835,HARD,Miami,HUL,Haas F1 Team,6,36,6,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,6,24.0,57,0.9675399457328372,99.95948284057698,1.0495956492258736,2.519079354855969,22854.55049041185,1
93.422,HARD,Miami,HUL,Haas F1 Team,7,49,7,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,7,24.0,57,0.9577150396251688,103.75073845437842,1.0945414040203607,2.3747049843586834,22679.769996322342,1
94.352,HARD,Miami,HUL,Haas F1 Team,8,64,8,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,8,24.0,57,0.9482681750510348,104.3364621706338,1.102767073785007,2.257374205911,22109.858781156905,1
93.474,HARD,Miami,HUL,Haas F1 Team,9,81,9,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,9,24.0,57,0.939445507823472,102.72043432089956,1.0809047246561596,1.2273737350079588,22462.98080322495,1
93.938,HARD,Miami,HUL,Haas F1 Team,10,100,10,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,10,24.0,57,0.934746802542053,89.88277468887274,1.0,1.8263434613811669,22765.76874250047,1
93.442,HARD,Miami,HUL,Haas F1 Team,11,121,11,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,11,24.0,57,0.9281982269592698,91.67251400355848,1.0013986515460496,2.54098425287113,22838.509342749458,1
93.383,HARD,Miami,HUL,Haas F1 Team,12,144,12,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,12,24.0,57,0.9191698156959393,99.4538484609218,1.0446876253610369,1.6595450616514122,22976.539281337005,1
93.545,HARD,Miami,HUL,Haas F1 Team,13,169,13,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,13,24.0,57,0.9130358260226652,94.9922768105325,1.0124614138764902,0.7904240456558115,22094.891710190663,1
93.434,HARD,Miami,HUL,Haas F1 Team,14,196,14,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,14,24.0,57,0.9103214809936472,77.95168989429709,1.0,1.6174356893384871,22571.98964823987,1
94.473,HARD,Miami,HUL,Haas F1 Team,15,225,15,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,15,24.0,57,0.904749155432666,82.45449397456112,1.0,1.542418558845575,22470.193042691357,1
93.266,HARD,Miami,HUL,Haas F1 Team,16,256,16,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,16,24.0,57,0.8994325030240213,83.7389202237313,1.0,0.1925521331188077,22970.513822356137,1
93.405,HARD,Miami,HUL,Haas F1 Team,17,289,17,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,17,24.0,57,0.8987648939216545,60.4623336016798,1.0,0.4364052366649764,22440.64292773154,1
93.826,HARD,Miami,HUL,Haas F1 Team,18,324,18,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,18,24.0,57,0.8972862742152927,52.93488231944886,1.0,0.1020690462369692,22678.9126952398,1
93.105,HARD,Miami,HUL,Haas F1 Team,19,361,19,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,19,24.0,57,0.8969355561570775,42.00020066762623,1.0,0.0681224643308238,23389.36053553891,1
92.84,HARD,Miami,HUL,Haas F1 Team,20,400,20,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,20,24.0,57,0.896696082654712,35.56920915321232,1.0,0.0349037302767559,23116.44233811592,1
93.924,HARD,Miami,HUL,Haas F1 Team,21,441,21,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,21,24.0,57,0.8965751853911663,31.412001785839365,1.0,0.8903036023192586,22783.842206192538,1
93.081,HARD,Miami,HUL,Haas F1 Team,22,484,22,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,22,24.0,57,0.8935057646088072,46.517075699151555,1.0,1.3075337722644351,22827.70364372397,1
94.217,HARD,Miami,HUL,Haas F1 Team,23,529,23,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,23,24.0,57,0.8890485805893554,61.529917343197205,1.0,1.4908729033574035,22875.550004384502,1
93.288,HARD,Miami,HUL,Haas F1 Team,24,576,24,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,24,24.0,57,0.883921335202137,72.45218382812791,1.0,1.3788822539453822,22523.340053858068,1
93.412,HARD,Miami,HUL,Haas F1 Team,25,625,25,37.8,25.2,50.0,1.7,10.0,1,5.412,19,2023_Miami Grand Prix,25,24.0,57,0.8793236425176727,76.13701341481223,1.0,0.9782771239867668,22797.361668487258,1
