StintID,RaceID,Driver,Compound,NumLaps,Slope_s_per_lap,Intercept
2022_Abu Dhabi Grand Prix__ALB__1,2022_Abu Dhabi Grand Prix,ALB,MEDIUM,10,0.008122653794216833,92.59870006824744
2022_Abu Dhabi Grand Prix__ALB__2,2022_Abu Dhabi Grand Prix,ALB,HARD,20,-0.0005990363416523166,91.88134314284754
2022_Abu Dhabi Grand Prix__ALB__4,2022_Abu Dhabi Grand Prix,ALB,MEDIUM,18,0.23565370211886932,88.95651727321189
2022_Abu Dhabi Grand Prix__ALO__1,2022_Abu Dhabi Grand Prix,ALO,MEDIUM,16,0.06135287567938421,91.6499729388889
2022_Abu Dhabi Grand Prix__ALO__2,2022_Abu Dhabi Grand Prix,ALO,HARD,6,-0.10523944493320414,91.7224614288644
2022_Abu Dhabi Grand Prix__BOT__1,2022_Abu Dhabi Grand Prix,BOT,HARD,28,0.019804139718965327,92.83189187631565
2022_Abu Dhabi Grand Prix__BOT__2,2022_Abu Dhabi Grand Prix,BOT,MEDIUM,6,-0.02315693107849199,91.79085397240706
2022_Abu Dhabi Grand Prix__BOT__3,2022_Abu Dhabi Grand Prix,BOT,MEDIUM,17,-0.01439758134890726,91.91385518958378
2022_Abu Dhabi Grand Prix__GAS__1,2022_Abu Dhabi Grand Prix,GAS,SOFT,11,0.08557012032374513,92.15679238440464
2022_Abu Dhabi Grand Prix__GAS__2,2022_Abu Dhabi Grand Prix,GAS,HARD,22,0.01878883971508319,91.70367963449048
2022_Abu Dhabi Grand Prix__GAS__3,2022_Abu Dhabi Grand Prix,GAS,HARD,19,0.13227663008735616,88.17959074715291
2022_Abu Dhabi Grand Prix__HAM__1,2022_Abu Dhabi Grand Prix,HAM,MEDIUM,14,0.11743674205232574,90.53920079178299
2022_Abu Dhabi Grand Prix__HAM__2,2022_Abu Dhabi Grand Prix,HAM,HARD,19,-0.018028109023356133,90.70981684459711
2022_Abu Dhabi Grand Prix__HAM__3,2022_Abu Dhabi Grand Prix,HAM,HARD,14,0.055689639252583086,89.1394030071867
2022_Abu Dhabi Grand Prix__LAT__1,2022_Abu Dhabi Grand Prix,LAT,MEDIUM,13,0.038954527156134705,93.18490124100067
2022_Abu Dhabi Grand Prix__LAT__2,2022_Abu Dhabi Grand Prix,LAT,HARD,21,0.028179432557869116,92.02412395590052
2022_Abu Dhabi Grand Prix__LAT__3,2022_Abu Dhabi Grand Prix,LAT,MEDIUM,14,0.18899911287754925,90.30752453110512
2022_Abu Dhabi Grand Prix__LEC__1,2022_Abu Dhabi Grand Prix,LEC,MEDIUM,19,0.05586838220471364,90.67495614035087
2022_Abu Dhabi Grand Prix__LEC__2,2022_Abu Dhabi Grand Prix,LEC,HARD,16,0.009055043711422066,90.33106032970456
2022_Abu Dhabi Grand Prix__LEC__3,2022_Abu Dhabi Grand Prix,LEC,HARD,19,0.00909469799418728,90.19615357015864
2022_Abu Dhabi Grand Prix__MAG__1,2022_Abu Dhabi Grand Prix,MAG,HARD,26,0.05039111089341568,92.71402871586747
2022_Abu Dhabi Grand Prix__MAG__2,2022_Abu Dhabi Grand Prix,MAG,MEDIUM,8,-0.04059026441182719,92.5306749774212
2022_Abu Dhabi Grand Prix__MAG__3,2022_Abu Dhabi Grand Prix,MAG,MEDIUM,18,0.11375515065255108,90.18078383257436
2022_Abu Dhabi Grand Prix__MSC__1,2022_Abu Dhabi Grand Prix,MSC,MEDIUM,12,-0.05452444193511473,93.34640175873898
2022_Abu Dhabi Grand Prix__MSC__2,2022_Abu Dhabi Grand Prix,MSC,HARD,17,0.037062237712657355,91.47540970312815
2022_Abu Dhabi Grand Prix__MSC__4,2022_Abu Dhabi Grand Prix,MSC,MEDIUM,19,0.23604226293293312,88.99519199756921
2022_Abu Dhabi Grand Prix__NOR__1,2022_Abu Dhabi Grand Prix,NOR,MEDIUM,13,0.11524512047984206,91.11696398197728
2022_Abu Dhabi Grand Prix__NOR__2,2022_Abu Dhabi Grand Prix,NOR,HARD,21,0.030884249997963718,90.83542449534683
2022_Abu Dhabi Grand Prix__NOR__4,2022_Abu Dhabi Grand Prix,NOR,MEDIUM,15,0.22158235463579107,88.20924103756039
2022_Abu Dhabi Grand Prix__OCO__1,2022_Abu Dhabi Grand Prix,OCO,MEDIUM,12,0.12836262552329847,91.27842164252783
2022_Abu Dhabi Grand Prix__OCO__2,2022_Abu Dhabi Grand Prix,OCO,HARD,22,-0.0018283257281692417,91.37989759692765
2022_Abu Dhabi Grand Prix__OCO__4,2022_Abu Dhabi Grand Prix,OCO,HARD,15,0.03655178541186531,89.65710595363524
2022_Abu Dhabi Grand Prix__PER__1,2022_Abu Dhabi Grand Prix,PER,MEDIUM,13,0.11179801397645062,90.1553186813187
2022_Abu Dhabi Grand Prix__PER__2,2022_Abu Dhabi Grand Prix,PER,HARD,16,0.006669102645871127,90.67647137979351
2022_Abu Dhabi Grand Prix__PER__4,2022_Abu Dhabi Grand Prix,PER,HARD,19,0.013672349517927415,89.5618330650394
2022_Abu Dhabi Grand Prix__RIC__1,2022_Abu Dhabi Grand Prix,RIC,MEDIUM,17,0.08925476282588858,91.74289547493042
2022_Abu Dhabi Grand Prix__RIC__2,2022_Abu Dhabi Grand Prix,RIC,HARD,16,0.021595194559361913,91.287232346573
2022_Abu Dhabi Grand Prix__RIC__3,2022_Abu Dhabi Grand Prix,RIC,HARD,17,0.010701592979415038,91.20742601921692
2022_Abu Dhabi Grand Prix__RUS__1,2022_Abu Dhabi Grand Prix,RUS,MEDIUM,13,0.06055363341086934,90.90386900518703
2022_Abu Dhabi Grand Prix__RUS__2,2022_Abu Dhabi Grand Prix,RUS,HARD,20,-0.00854539917348765,90.87316491531648
2022_Abu Dhabi Grand Prix__RUS__3,2022_Abu Dhabi Grand Prix,RUS,MEDIUM,18,0.15710316032648874,88.35190904564672
2022_Abu Dhabi Grand Prix__SAI__1,2022_Abu Dhabi Grand Prix,SAI,MEDIUM,14,0.04005330591934809,90.89301185300918
2022_Abu Dhabi Grand Prix__SAI__2,2022_Abu Dhabi Grand Prix,SAI,HARD,20,-0.019154198182141664,90.99732030501086
2022_Abu Dhabi Grand Prix__SAI__3,2022_Abu Dhabi Grand Prix,SAI,HARD,18,0.05207220057416688,89.33134523415723
2022_Abu Dhabi Grand Prix__STR__1,2022_Abu Dhabi Grand Prix,STR,MEDIUM,10,0.08017513795701223,91.6924419122259
2022_Abu Dhabi Grand Prix__STR__2,2022_Abu Dhabi Grand Prix,STR,HARD,23,-0.01818876689810856,91.69684748047636
2022_Abu Dhabi Grand Prix__STR__4,2022_Abu Dhabi Grand Prix,STR,MEDIUM,15,0.056557255145282787,90.09802569561438
2022_Abu Dhabi Grand Prix__TSU__1,2022_Abu Dhabi Grand Prix,TSU,MEDIUM,12,0.104576826112571,91.54872869324481
2022_Abu Dhabi Grand Prix__TSU__2,2022_Abu Dhabi Grand Prix,TSU,HARD,21,-0.015385162697031893,91.89336790990326
2022_Abu Dhabi Grand Prix__TSU__3,2022_Abu Dhabi Grand Prix,TSU,SOFT,19,0.1560332289795176,89.46401264705881
2022_Abu Dhabi Grand Prix__VER__1,2022_Abu Dhabi Grand Prix,VER,MEDIUM,18,0.09090088994465224,89.99364843481253
2022_Abu Dhabi Grand Prix__VER__2,2022_Abu Dhabi Grand Prix,VER,HARD,17,-0.05293025040622526,91.1166449918755
2022_Abu Dhabi Grand Prix__VER__3,2022_Abu Dhabi Grand Prix,VER,HARD,17,0.0010445246496853492,90.31487026752954
2022_Abu Dhabi Grand Prix__VET__1,2022_Abu Dhabi Grand Prix,VET,MEDIUM,23,0.09066068259587953,91.44662769891728
2022_Abu Dhabi Grand Prix__VET__2,2022_Abu Dhabi Grand Prix,VET,HARD,9,-0.022771579455891013,91.61247897106628
2022_Abu Dhabi Grand Prix__VET__3,2022_Abu Dhabi Grand Prix,VET,HARD,20,0.008639050740286067,91.27554573563991
2022_Abu Dhabi Grand Prix__ZHO__1,2022_Abu Dhabi Grand Prix,ZHO,MEDIUM,12,0.0671053203553922,91.9884622587993
2022_Abu Dhabi Grand Prix__ZHO__2,2022_Abu Dhabi Grand Prix,ZHO,HARD,20,0.021471922765800844,91.5061285296994
2022_Abu Dhabi Grand Prix__ZHO__3,2022_Abu Dhabi Grand Prix,ZHO,HARD,5,0.5555859260643657,77.75938889096537
2022_Abu Dhabi Grand Prix__ZHO__4,2022_Abu Dhabi Grand Prix,ZHO,SOFT,12,0.0634637630172717,90.9475480787011
2022_Australian Grand Prix__ALB__1,2022_Australian Grand Prix,ALB,HARD,15,-0.12300335964992319,87.9355459949716
2022_Australian Grand Prix__ALB__2,2022_Australian Grand Prix,ALB,HARD,12,-0.13575043757200014,89.58681114648674
2022_Australian Grand Prix__ALB__3,2022_Australian Grand Prix,ALB,HARD,15,-0.03552802173335342,85.00830238431365
2022_Australian Grand Prix__ALO__1,2022_Australian Grand Prix,ALO,HARD,16,-0.06557142687681343,86.46478177928533
2022_Australian Grand Prix__ALO__2,2022_Australian Grand Prix,ALO,HARD,12,-0.14883785015941345,89.72256872224435
2022_Australian Grand Prix__ALO__3,2022_Australian Grand Prix,ALO,MEDIUM,11,0.14857683515527267,83.36476832360297
2022_Australian Grand Prix__BOT__1,2022_Australian Grand Prix,BOT,MEDIUM,15,-0.030674788221351144,86.20407932830494
2022_Australian Grand Prix__BOT__2,2022_Australian Grand Prix,BOT,HARD,12,-0.14715952848109204,86.79918030778153
2022_Australian Grand Prix__BOT__3,2022_Australian Grand Prix,BOT,HARD,18,-0.10444689127309847,86.37985551183445
2022_Australian Grand Prix__GAS__1,2022_Australian Grand Prix,GAS,MEDIUM,13,-0.012451090510222276,85.84106210915209
2022_Australian Grand Prix__GAS__2,2022_Australian Grand Prix,GAS,HARD,12,-0.15429938862095172,86.97428156120436
2022_Australian Grand Prix__GAS__3,2022_Australian Grand Prix,GAS,HARD,17,-0.04790461784781263,85.27028779262264
2022_Australian Grand Prix__HAM__1,2022_Australian Grand Prix,HAM,MEDIUM,13,-0.0458441415032042,85.3364559048815
2022_Australian Grand Prix__HAM__2,2022_Australian Grand Prix,HAM,HARD,12,-0.2630930949146575,86.75373275533397
2022_Australian Grand Prix__HAM__3,2022_Australian Grand Prix,HAM,HARD,18,0.01174712317478598,82.19563122562874
2022_Australian Grand Prix__LAT__1,2022_Australian Grand Prix,LAT,MEDIUM,6,-0.055756931078493395,87.52548647116207
2022_Australian Grand Prix__LAT__2,2022_Australian Grand Prix,LAT,HARD,8,-0.013125978697541459,85.52254615536302
2022_Australian Grand Prix__LAT__3,2022_Australian Grand Prix,LAT,HARD,12,-0.22798819980976331,87.73347649025614
2022_Australian Grand Prix__LAT__4,2022_Australian Grand Prix,LAT,HARD,15,0.008555322788294701,84.26114539339986
2022_Australian Grand Prix__LEC__1,2022_Australian Grand Prix,LEC,MEDIUM,15,0.05169306892150607,82.99852932830494
2022_Australian Grand Prix__LEC__2,2022_Australian Grand Prix,LEC,HARD,12,-0.22093575225731527,85.06883065743187
2022_Australian Grand Prix__LEC__3,2022_Australian Grand Prix,LEC,HARD,17,0.019809945672205703,81.41065156446604
2022_Australian Grand Prix__MAG__1,2022_Australian Grand Prix,MAG,HARD,14,-0.02921151311617468,86.06023871797629
2022_Australian Grand Prix__MAG__2,2022_Australian Grand Prix,MAG,HARD,12,-0.09806512288668574,88.41053841921403
2022_Australian Grand Prix__MAG__3,2022_Australian Grand Prix,MAG,MEDIUM,16,0.06059470569561779,83.38201541153332
2022_Australian Grand Prix__MSC__1,2022_Australian Grand Prix,MSC,MEDIUM,7,0.13663592606436226,84.96847652379529
2022_Australian Grand Prix__MSC__2,2022_Australian Grand Prix,MSC,HARD,7,0.04745735463579236,84.59386562653935
2022_Australian Grand Prix__MSC__3,2022_Australian Grand Prix,MSC,HARD,12,-0.17809659141815415,88.50012553329925
2022_Australian Grand Prix__MSC__4,2022_Australian Grand Prix,MSC,HARD,16,-0.0046384941475861785,84.37328130769433
2022_Australian Grand Prix__NOR__1,2022_Australian Grand Prix,NOR,MEDIUM,12,0.02566564634408265,84.84018643786204
2022_Australian Grand Prix__NOR__3,2022_Australian Grand Prix,NOR,HARD,12,-0.22345323477479825,87.49883736008171
2022_Australian Grand Prix__NOR__4,2022_Australian Grand Prix,NOR,HARD,18,0.061286854856932665,81.51915933910028
2022_Australian Grand Prix__OCO__1,2022_Australian Grand Prix,OCO,MEDIUM,10,0.04572532000375651,85.13905963133524
2022_Australian Grand Prix__OCO__3,2022_Australian Grand Prix,OCO,HARD,12,-0.1297539340754971,87.17519123690028
2022_Australian Grand Prix__OCO__4,2022_Australian Grand Prix,OCO,HARD,18,-0.011225013048124292,83.74471225922163
2022_Australian Grand Prix__PER__1,2022_Australian Grand Prix,PER,MEDIUM,13,0.043792519470956144,84.23883079350641
2022_Australian Grand Prix__PER__3,2022_Australian Grand Prix,PER,HARD,12,-0.2550441438657062,86.78664039038473
2022_Australian Grand Prix__PER__4,2022_Australian Grand Prix,PER,HARD,15,-0.012219441728877607,82.6192491087042
2022_Australian Grand Prix__RIC__1,2022_Australian Grand Prix,RIC,MEDIUM,13,0.0424573546357915,84.64450112317672
2022_Australian Grand Prix__RIC__2,2022_Australian Grand Prix,RIC,HARD,12,-0.22899519281675573,87.3960333094561
2022_Australian Grand Prix__RIC__3,2022_Australian Grand Prix,RIC,HARD,17,-0.031270936680735294,84.1001651482056
2022_Australian Grand Prix__RUS__1,2022_Australian Grand Prix,RUS,MEDIUM,16,-0.048284662170931116,85.63581119105004
2022_Australian Grand Prix__RUS__2,2022_Australian Grand Prix,RUS,HARD,12,-0.13505463337619586,85.2491909424706
2022_Australian Grand Prix__RUS__3,2022_Australian Grand Prix,RUS,HARD,18,-0.010861751954212667,82.72451353972198
2022_Australian Grand Prix__STR__1,2022_Australian Grand Prix,STR,HARD,16,-0.08562436805328419,87.19180195413104
2022_Australian Grand Prix__STR__2,2022_Australian Grand Prix,STR,HARD,12,-0.10127491309647596,86.54213325219915
2022_Australian Grand Prix__STR__3,2022_Australian Grand Prix,STR,HARD,18,0.030911209862092677,83.54110743436375
2022_Australian Grand Prix__TSU__1,2022_Australian Grand Prix,TSU,MEDIUM,11,0.03576774424618158,85.63910811618373
2022_Australian Grand Prix__TSU__3,2022_Australian Grand Prix,TSU,HARD,12,-0.1637329550545178,87.95946644035392
2022_Australian Grand Prix__TSU__4,2022_Australian Grand Prix,TSU,HARD,13,-0.009911931411184518,84.46061263773676
2022_Australian Grand Prix__VER__1,2022_Australian Grand Prix,VER,MEDIUM,11,0.08232228970072687,83.3247262980019
2022_Australian Grand Prix__VER__3,2022_Australian Grand Prix,VER,HARD,10,-0.19209286181442434,85.80315175503922
2022_Australian Grand Prix__VET__1,2022_Australian Grand Prix,VET,HARD,14,-0.10483472610955061,87.5209495616609
2022_Australian Grand Prix__ZHO__1,2022_Australian Grand Prix,ZHO,MEDIUM,14,-0.0029195684411316043,86.14244398031957
2022_Australian Grand Prix__ZHO__2,2022_Australian Grand Prix,ZHO,HARD,12,-0.24130987813144142,87.95598552390832
2022_Australian Grand Prix__ZHO__3,2022_Australian Grand Prix,ZHO,HARD,18,0.0010123450530107275,84.12126972336898
2022_Azerbaijan Grand Prix__ALB__1,2022_Azerbaijan Grand Prix,ALB,MEDIUM,7,0.004524782668464616,111.81041656981229
2022_Azerbaijan Grand Prix__ALB__3,2022_Azerbaijan Grand Prix,ALB,HARD,14,0.0970101018885382,109.46497225995383
2022_Azerbaijan Grand Prix__ALB__5,2022_Azerbaijan Grand Prix,ALB,HARD,15,0.007242573698946808,108.38552299221931
2022_Azerbaijan Grand Prix__ALO__1,2022_Azerbaijan Grand Prix,ALO,MEDIUM,7,-0.138475217331535,111.49141656981229
2022_Azerbaijan Grand Prix__ALO__4,2022_Azerbaijan Grand Prix,ALO,HARD,11,-0.04695483826684723,110.0497532798414
2022_Azerbaijan Grand Prix__ALO__5,2022_Azerbaijan Grand Prix,ALO,HARD,15,-0.031156931078494262,109.59641409270155
2022_Azerbaijan Grand Prix__BOT__1,2022_Azerbaijan Grand Prix,BOT,HARD,7,-0.3691895030458214,113.88355942695516
2022_Azerbaijan Grand Prix__BOT__3,2022_Azerbaijan Grand Prix,BOT,HARD,16,-0.09513734225079605,112.96344476884147
2022_Azerbaijan Grand Prix__BOT__4,2022_Azerbaijan Grand Prix,BOT,MEDIUM,15,-0.06619761664920486,109.59066681472709
2022_Azerbaijan Grand Prix__GAS__1,2022_Azerbaijan Grand Prix,GAS,MEDIUM,6,0.021917639811323084,109.97397698263043
2022_Azerbaijan Grand Prix__GAS__3,2022_Azerbaijan Grand Prix,GAS,HARD,15,-0.12638059635892648,111.77929594901063
2022_Azerbaijan Grand Prix__GAS__4,2022_Azerbaijan Grand Prix,GAS,HARD,15,0.007341185091050521,108.92457806843105
2022_Azerbaijan Grand Prix__HAM__1,2022_Azerbaijan Grand Prix,HAM,MEDIUM,6,0.15231049695417856,109.76701269691615
2022_Azerbaijan Grand Prix__HAM__3,2022_Azerbaijan Grand Prix,HAM,HARD,19,-0.12955267042686516,111.62731318920001
2022_Azerbaijan Grand Prix__HAM__4,2022_Azerbaijan Grand Prix,HAM,HARD,16,0.0739668084173041,107.42156964863906
2022_Azerbaijan Grand Prix__LAT__5,2022_Azerbaijan Grand Prix,LAT,HARD,11,-0.014658505881644393,111.07097784792705
2022_Azerbaijan Grand Prix__LAT__6,2022_Azerbaijan Grand Prix,LAT,HARD,14,0.0724262645692994,109.1631722058608
2022_Azerbaijan Grand Prix__LEC__1,2022_Azerbaijan Grand Prix,LEC,MEDIUM,7,0.007346211239892454,108.54473799838375
2022_Azerbaijan Grand Prix__LEC__3,2022_Azerbaijan Grand Prix,LEC,HARD,6,0.04087164035007617,107.88029313907468
2022_Azerbaijan Grand Prix__MAG__1,2022_Azerbaijan Grand Prix,MAG,MEDIUM,7,-0.14068950304582115,112.23843843304678
2022_Azerbaijan Grand Prix__MAG__3,2022_Azerbaijan Grand Prix,MAG,HARD,18,0.012228031327521198,110.34184535294267
2022_Azerbaijan Grand Prix__MSC__1,2022_Azerbaijan Grand Prix,MSC,HARD,7,-0.25333236018867766,113.44327371266944
2022_Azerbaijan Grand Prix__MSC__3,2022_Azerbaijan Grand Prix,MSC,MEDIUM,9,0.20010259273102926,108.96844747742216
2022_Azerbaijan Grand Prix__MSC__4,2022_Azerbaijan Grand Prix,MSC,HARD,5,-0.20515253547409715,111.02473126881092
2022_Azerbaijan Grand Prix__MSC__5,2022_Azerbaijan Grand Prix,MSC,HARD,12,0.0656752508474633,107.84963790491342
2022_Azerbaijan Grand Prix__NOR__1,2022_Azerbaijan Grand Prix,NOR,MEDIUM,7,-0.19086807447439255,111.77223799838373
2022_Azerbaijan Grand Prix__NOR__3,2022_Azerbaijan Grand Prix,NOR,MEDIUM,6,0.23727164035007808,107.207848375924
2022_Azerbaijan Grand Prix__NOR__4,2022_Azerbaijan Grand Prix,NOR,HARD,10,-0.1923898315113941,111.30152360716797
2022_Azerbaijan Grand Prix__NOR__5,2022_Azerbaijan Grand Prix,NOR,HARD,15,0.006999077723130891,108.37027991910246
2022_Azerbaijan Grand Prix__OCO__1,2022_Azerbaijan Grand Prix,OCO,HARD,7,-0.17193950304582167,112.1511665698123
2022_Azerbaijan Grand Prix__OCO__3,2022_Azerbaijan Grand Prix,OCO,HARD,15,-0.008998184722809622,111.13893583948084
2022_Azerbaijan Grand Prix__OCO__4,2022_Azerbaijan Grand Prix,OCO,MEDIUM,15,0.06240735463579183,108.39695060271463
2022_Azerbaijan Grand Prix__PER__1,2022_Azerbaijan Grand Prix,PER,MEDIUM,7,0.09377478266846392,108.00002371266945
2022_Azerbaijan Grand Prix__PER__4,2022_Azerbaijan Grand Prix,PER,HARD,14,0.050962610002186375,107.58986493980798
2022_Azerbaijan Grand Prix__PER__5,2022_Azerbaijan Grand Prix,PER,HARD,14,0.016076035954472722,107.43619052945459
2022_Azerbaijan Grand Prix__RIC__1,2022_Azerbaijan Grand Prix,RIC,HARD,7,-0.05911807447439442,111.2686308555266
2022_Azerbaijan Grand Prix__RIC__3,2022_Azerbaijan Grand Prix,RIC,HARD,19,-0.04744038972511072,111.6896521353225
2022_Azerbaijan Grand Prix__RIC__4,2022_Azerbaijan Grand Prix,RIC,MEDIUM,16,0.0020800437114210546,108.92335410411519
2022_Azerbaijan Grand Prix__RUS__1,2022_Azerbaijan Grand Prix,RUS,MEDIUM,7,0.0009176398113207717,109.63759514124088
2022_Azerbaijan Grand Prix__RUS__3,2022_Azerbaijan Grand Prix,RUS,HARD,17,-0.02465233098603021,109.55344443357308
2022_Azerbaijan Grand Prix__RUS__4,2022_Azerbaijan Grand Prix,RUS,HARD,14,0.03259251947095599,107.48693647152207
2022_Azerbaijan Grand Prix__SAI__1,2022_Azerbaijan Grand Prix,SAI,MEDIUM,6,0.018953354097036416,109.02079841120187
2022_Azerbaijan Grand Prix__STR__1,2022_Azerbaijan Grand Prix,STR,HARD,6,-0.3376184803261513,114.1746101313757
2022_Azerbaijan Grand Prix__STR__3,2022_Azerbaijan Grand Prix,STR,HARD,16,-0.054636132759166775,112.36726055910334
2022_Azerbaijan Grand Prix__STR__4,2022_Azerbaijan Grand Prix,STR,MEDIUM,9,0.16323694647252604,107.50303206852521
2022_Azerbaijan Grand Prix__TSU__1,2022_Azerbaijan Grand Prix,TSU,MEDIUM,6,-0.03169255065706153,110.7483481888521
2022_Azerbaijan Grand Prix__TSU__3,2022_Azerbaijan Grand Prix,TSU,HARD,16,-0.07400437480114047,111.12370361539601
2022_Azerbaijan Grand Prix__TSU__5,2022_Azerbaijan Grand Prix,TSU,SOFT,10,0.06269085030678775,107.48625984661827
2022_Azerbaijan Grand Prix__VER__1,2022_Azerbaijan Grand Prix,VER,MEDIUM,7,0.007417639811322387,108.530952284098
2022_Azerbaijan Grand Prix__VER__4,2022_Azerbaijan Grand Prix,VER,HARD,13,0.014990321668758938,107.62022801211549
2022_Azerbaijan Grand Prix__VER__5,2022_Azerbaijan Grand Prix,VER,HARD,16,0.030162396652598154,106.76829528058578
2022_Azerbaijan Grand Prix__VET__1,2022_Azerbaijan Grand Prix,VET,MEDIUM,6,0.013332294063436207,110.36056247863961
2022_Azerbaijan Grand Prix__VET__3,2022_Azerbaijan Grand Prix,VET,HARD,15,-0.05927235631473696,110.8302171073961
2022_Azerbaijan Grand Prix__VET__4,2022_Azerbaijan Grand Prix,VET,HARD,14,0.02926121415655217,107.82574507655526
2022_Azerbaijan Grand Prix__ZHO__1,2022_Azerbaijan Grand Prix,ZHO,MEDIUM,7,-0.19279664590296464,112.28245228409801
2022_Azerbaijan Grand Prix__ZHO__3,2022_Azerbaijan Grand Prix,ZHO,HARD,9,0.016869259397696363,110.00708599621754
2022_Bahrain Grand Prix__ALB__1,2022_Bahrain Grand Prix,ALB,SOFT,9,0.1947880404616127,100.34899739374093
2022_Bahrain Grand Prix__ALB__2,2022_Bahrain Grand Prix,ALB,MEDIUM,19,0.07753508673582575,100.03896818968363
2022_Bahrain Grand Prix__ALB__3,2022_Bahrain Grand Prix,ALB,MEDIUM,7,0.04495735463579057,99.11555536461941
2022_Bahrain Grand Prix__ALB__4,2022_Bahrain Grand Prix,ALB,SOFT,5,0.29808592606435974,95.5173574824059
2022_Bahrain Grand Prix__ALO__1,2022_Bahrain Grand Prix,ALO,SOFT,8,0.20167169149037265,98.92230910326282
2022_Bahrain Grand Prix__ALO__3,2022_Bahrain Grand Prix,ALO,MEDIUM,10,0.032919259397696084,99.84307451501294
2022_Bahrain Grand Prix__ALO__4,2022_Bahrain Grand Prix,ALO,HARD,15,0.13444306892150532,98.27076319419973
2022_Bahrain Grand Prix__ALO__6,2022_Bahrain Grand Prix,ALO,SOFT,6,-0.17664264536420954,100.1590001277701
2022_Bahrain Grand Prix__BOT__1,2022_Bahrain Grand Prix,BOT,SOFT,12,0.01067120326024092,100.93564591775196
2022_Bahrain Grand Prix__BOT__2,2022_Bahrain Grand Prix,BOT,MEDIUM,20,0.028551339598197608,99.47546337090024
2022_Bahrain Grand Prix__BOT__3,2022_Bahrain Grand Prix,BOT,MEDIUM,7,0.3116716403500759,96.32914171424105
2022_Bahrain Grand Prix__BOT__4,2022_Bahrain Grand Prix,BOT,SOFT,6,-0.013871216792779667,97.62775748240588
2022_Bahrain Grand Prix__GAS__1,2022_Bahrain Grand Prix,GAS,SOFT,9,0.12464336723399955,99.27704430999435
2022_Bahrain Grand Prix__GAS__2,2022_Bahrain Grand Prix,GAS,MEDIUM,14,0.0890054912817544,98.58389823523501
2022_Bahrain Grand Prix__GAS__3,2022_Bahrain Grand Prix,GAS,HARD,9,0.12937531285681442,97.44339248437714
2022_Bahrain Grand Prix__HAM__1,2022_Bahrain Grand Prix,HAM,SOFT,9,0.2738501035069156,97.40125931645376
2022_Bahrain Grand Prix__HAM__3,2022_Bahrain Grand Prix,HAM,HARD,12,0.10542438760282372,97.75766807612806
2022_Bahrain Grand Prix__HAM__4,2022_Bahrain Grand Prix,HAM,MEDIUM,13,0.06011791548934655,97.39713415248775
2022_Bahrain Grand Prix__HAM__5,2022_Bahrain Grand Prix,HAM,SOFT,6,0.02978592606436296,96.4084522969438
2022_Bahrain Grand Prix__HUL__1,2022_Bahrain Grand Prix,HUL,SOFT,11,0.15742266412170933,100.79460462124888
2022_Bahrain Grand Prix__HUL__3,2022_Bahrain Grand Prix,HUL,SOFT,13,0.1284092343350393,98.93192984332735
2022_Bahrain Grand Prix__HUL__5,2022_Bahrain Grand Prix,HUL,SOFT,5,0.20138592606436279,97.16354340847025
2022_Bahrain Grand Prix__LAT__1,2022_Bahrain Grand Prix,LAT,SOFT,11,0.1438397973590415,101.25250012978452
2022_Bahrain Grand Prix__LAT__2,2022_Bahrain Grand Prix,LAT,SOFT,16,0.188478573123186,99.40992297948054
2022_Bahrain Grand Prix__LAT__3,2022_Bahrain Grand Prix,LAT,MEDIUM,9,0.12590675939769602,99.33439562903122
2022_Bahrain Grand Prix__LAT__4,2022_Bahrain Grand Prix,LAT,SOFT,5,0.2070859260643601,96.68447155634153
2022_Bahrain Grand Prix__LEC__1,2022_Bahrain Grand Prix,LEC,SOFT,13,0.12781326655793274,97.76793142525601
2022_Bahrain Grand Prix__LEC__2,2022_Bahrain Grand Prix,LEC,SOFT,14,0.1519331788116156,96.47351465353152
2022_Bahrain Grand Prix__LEC__3,2022_Bahrain Grand Prix,LEC,MEDIUM,12,0.10986494704338351,96.20660469131185
2022_Bahrain Grand Prix__LEC__4,2022_Bahrain Grand Prix,LEC,SOFT,6,0.2098716403500788,93.3732908157392
2022_Bahrain Grand Prix__MAG__1,2022_Bahrain Grand Prix,MAG,SOFT,12,0.13618169277073044,99.59616418953733
2022_Bahrain Grand Prix__MAG__2,2022_Bahrain Grand Prix,MAG,SOFT,18,0.15524867116240218,97.3751163450783
2022_Bahrain Grand Prix__MAG__3,2022_Bahrain Grand Prix,MAG,MEDIUM,7,0.16956449749293404,97.02111986211233
2022_Bahrain Grand Prix__MAG__4,2022_Bahrain Grand Prix,MAG,SOFT,6,-0.010385502507067828,97.4461574824059
2022_Bahrain Grand Prix__MSC__1,2022_Bahrain Grand Prix,MSC,SOFT,10,0.2877838894264512,100.15777963362088
2022_Bahrain Grand Prix__MSC__2,2022_Bahrain Grand Prix,MSC,MEDIUM,19,0.12142328488278156,98.95842783175208
2022_Bahrain Grand Prix__MSC__3,2022_Bahrain Grand Prix,MSC,SOFT,6,0.1977955646185781,96.41895926593898
2022_Bahrain Grand Prix__MSC__4,2022_Bahrain Grand Prix,MSC,SOFT,5,-0.335014073935642,106.37369822176235
2022_Bahrain Grand Prix__NOR__1,2022_Bahrain Grand Prix,NOR,MEDIUM,11,0.073148165300024,101.50142249795726
