LapTimeSec,Compound,TrackName,Driver,Team,TireAge,TireAgeSq,RaceLapNumber,TrackTemp,AirTemp,Humidity,WindSpeed,GapToCarAhead,DRS_Available,CircuitLength,NumberOfCorners,RaceID,LapNumber,PitLossSec,TotalRaceLaps,StintIndex,StintID,AdjLapTimeSec
88.624,SOFT,Barcelona,STR,Aston Martin,17,289,63,48.0,36.4,8.0,3.2,10.0,1.0,4.657,16,2022_Spanish Grand Prix,63,22.0,66,5,2022_Spanish Grand Prix__STR__5,89.08127600369313
88.064,SOFT,Barcelona,STR,Aston Martin,18,324,64,47.9,36.5,8.0,2.7,10.0,1.0,4.657,16,2022_Spanish Grand Prix,64,22.0,66,5,2022_Spanish Grand Prix__STR__5,88.5306619297575
90.603,SOFT,Barcelona,TSU,AlphaTauri,2,4,2,49.4,36.7,7.0,2.7,0.561,0.0,4.657,16,2022_Spanish Grand Prix,2,22.0,66,1,2022_Spanish Grand Prix__TSU__1,90.62177185212872
89.864,SOFT,Barcelona,TSU,AlphaTauri,3,9,3,49.4,36.7,7.0,2.9,0.847,1.0,4.657,16,2022_Spanish Grand Prix,3,22.0,66,1,2022_Spanish Grand Prix__TSU__1,89.75812043983137
89.457,SOFT,Barcelona,TSU,AlphaTauri,4,16,4,49.4,36.9,6.0,4.4,0.841,1.0,4.657,16,2022_Spanish Grand Prix,4,22.0,66,1,2022_Spanish Grand Prix__TSU__1,89.36050636589572
90.038,SOFT,Barcelona,TSU,AlphaTauri,5,25,5,49.5,37.0,6.0,3.2,0.651,1.0,4.657,16,2022_Spanish Grand Prix,5,22.0,66,1,2022_Spanish Grand Prix__TSU__1,89.95089229196009
90.018,SOFT,Barcelona,TSU,AlphaTauri,6,36,6,49.3,37.0,6.0,2.9,0.774,1.0,4.657,16,2022_Spanish Grand Prix,6,22.0,66,1,2022_Spanish Grand Prix__TSU__1,89.94027821802446
88.956,MEDIUM,Barcelona,TSU,AlphaTauri,2,4,13,49.7,37.0,6.0,3.2,0.888,1.0,4.657,16,2022_Spanish Grand Prix,13,22.0,66,4,2022_Spanish Grand Prix__TSU__4,88.943979700475
89.201,MEDIUM,Barcelona,TSU,AlphaTauri,4,16,15,49.7,36.8,6.0,3.5,2.444,1.0,4.657,16,2022_Spanish Grand Prix,15,22.0,66,4,2022_Spanish Grand Prix__TSU__4,89.20775155260371
89.23,MEDIUM,Barcelona,TSU,AlphaTauri,5,25,16,49.7,36.7,6.0,4.5,2.466,1.0,4.657,16,2022_Spanish Grand Prix,16,22.0,66,4,2022_Spanish Grand Prix__TSU__4,89.24613747866809
89.295,MEDIUM,Barcelona,TSU,AlphaTauri,6,36,17,49.7,36.6,6.0,3.2,2.383,1.0,4.657,16,2022_Spanish Grand Prix,17,22.0,66,4,2022_Spanish Grand Prix__TSU__4,89.32052340473246
89.249,MEDIUM,Barcelona,TSU,AlphaTauri,7,49,18,49.7,36.9,6.0,3.2,2.182,1.0,4.657,16,2022_Spanish Grand Prix,18,22.0,66,4,2022_Spanish Grand Prix__TSU__4,89.2839093307968
89.691,MEDIUM,Barcelona,TSU,AlphaTauri,8,64,19,49.7,37.2,5.0,3.5,2.215,1.0,4.657,16,2022_Spanish Grand Prix,19,22.0,66,4,2022_Spanish Grand Prix__TSU__4,89.73529525686118
89.43,MEDIUM,Barcelona,TSU,AlphaTauri,9,81,20,49.7,37.1,6.0,2.5,2.285,1.0,4.657,16,2022_Spanish Grand Prix,20,22.0,66,4,2022_Spanish Grand Prix__TSU__4,89.48368118292554
89.778,MEDIUM,Barcelona,TSU,AlphaTauri,10,100,21,49.7,37.1,5.0,3.9,1.773,1.0,4.657,16,2022_Spanish Grand Prix,21,22.0,66,4,2022_Spanish Grand Prix__TSU__4,89.8410671089899
89.485,MEDIUM,Barcelona,TSU,AlphaTauri,11,121,22,49.0,37.1,6.0,2.5,1.527,1.0,4.657,16,2022_Spanish Grand Prix,22,22.0,66,4,2022_Spanish Grand Prix__TSU__4,89.55745303505427
89.536,MEDIUM,Barcelona,TSU,AlphaTauri,13,169,24,49.4,37.1,6.0,4.3,2.583,1.0,4.657,16,2022_Spanish Grand Prix,24,22.0,66,4,2022_Spanish Grand Prix__TSU__4,89.62722488718299
89.884,MEDIUM,Barcelona,TSU,AlphaTauri,14,196,25,49.4,37.0,6.0,2.7,2.821,1.0,4.657,16,2022_Spanish Grand Prix,25,22.0,66,4,2022_Spanish Grand Prix__TSU__4,89.98461081324734
90.021,MEDIUM,Barcelona,TSU,AlphaTauri,15,225,26,49.4,37.0,6.0,2.2,3.519,1.0,4.657,16,2022_Spanish Grand Prix,26,22.0,66,4,2022_Spanish Grand Prix__TSU__4,90.13099673931171
89.746,MEDIUM,Barcelona,TSU,AlphaTauri,16,256,27,49.4,37.0,7.0,1.0,3.985,1.0,4.657,16,2022_Spanish Grand Prix,27,22.0,66,4,2022_Spanish Grand Prix__TSU__4,89.86538266537607
89.653,MEDIUM,Barcelona,TSU,AlphaTauri,17,289,28,49.4,37.0,6.0,3.4,4.53,1.0,4.657,16,2022_Spanish Grand Prix,28,22.0,66,4,2022_Spanish Grand Prix__TSU__4,89.78176859144044
89.742,MEDIUM,Barcelona,TSU,AlphaTauri,18,324,29,49.4,37.0,7.0,3.5,4.502,1.0,4.657,16,2022_Spanish Grand Prix,29,22.0,66,4,2022_Spanish Grand Prix__TSU__4,89.8801545175048
89.796,MEDIUM,Barcelona,TSU,AlphaTauri,19,361,30,49.3,37.2,6.0,4.3,4.873,1.0,4.657,16,2022_Spanish Grand Prix,30,22.0,66,4,2022_Spanish Grand Prix__TSU__4,89.94354044356918
88.625,SOFT,Barcelona,TSU,AlphaTauri,6,36,35,49.1,36.7,7.0,3.2,1.552,1.0,4.657,16,2022_Spanish Grand Prix,35,22.0,66,5,2022_Spanish Grand Prix__TSU__5,88.81947007389098
88.304,SOFT,Barcelona,TSU,AlphaTauri,7,49,36,49.1,36.6,7.0,3.0,1.442,1.0,4.657,16,2022_Spanish Grand Prix,36,22.0,66,5,2022_Spanish Grand Prix__TSU__5,88.50785599995534
88.036,SOFT,Barcelona,TSU,AlphaTauri,8,64,37,49.0,36.6,7.0,2.7,1.364,1.0,4.657,16,2022_Spanish Grand Prix,37,22.0,66,5,2022_Spanish Grand Prix__TSU__5,88.2492419260197
88.142,SOFT,Barcelona,TSU,AlphaTauri,9,81,38,49.3,36.8,7.0,3.5,1.347,1.0,4.657,16,2022_Spanish Grand Prix,38,22.0,66,5,2022_Spanish Grand Prix__TSU__5,88.36462785208407
88.255,SOFT,Barcelona,TSU,AlphaTauri,10,100,39,49.1,36.7,7.0,3.7,1.4,1.0,4.657,16,2022_Spanish Grand Prix,39,22.0,66,5,2022_Spanish Grand Prix__TSU__5,88.48701377814842
88.531,SOFT,Barcelona,TSU,AlphaTauri,11,121,40,49.1,36.8,8.0,2.0,1.421,1.0,4.657,16,2022_Spanish Grand Prix,40,22.0,66,5,2022_Spanish Grand Prix__TSU__5,88.7723997042128
88.571,SOFT,Barcelona,TSU,AlphaTauri,12,144,41,49.0,36.6,8.0,3.5,1.507,1.0,4.657,16,2022_Spanish Grand Prix,41,22.0,66,5,2022_Spanish Grand Prix__TSU__5,88.82178563027715
88.416,SOFT,Barcelona,TSU,AlphaTauri,13,169,42,49.0,36.6,7.0,3.7,1.739,1.0,4.657,16,2022_Spanish Grand Prix,42,22.0,66,5,2022_Spanish Grand Prix__TSU__5,88.67617155634152
88.513,SOFT,Barcelona,TSU,AlphaTauri,14,196,43,49.0,36.6,7.0,3.0,1.16,1.0,4.657,16,2022_Spanish Grand Prix,43,22.0,66,5,2022_Spanish Grand Prix__TSU__5,88.78255748240589
88.316,SOFT,Barcelona,TSU,AlphaTauri,15,225,44,48.9,36.6,8.0,3.2,2.402,1.0,4.657,16,2022_Spanish Grand Prix,44,22.0,66,5,2022_Spanish Grand Prix__TSU__5,88.59494340847024
88.34,SOFT,Barcelona,TSU,AlphaTauri,16,256,45,49.1,36.6,8.0,2.4,2.954,1.0,4.657,16,2022_Spanish Grand Prix,45,22.0,66,5,2022_Spanish Grand Prix__TSU__5,88.62832933453461
88.019,SOFT,Barcelona,TSU,AlphaTauri,17,289,46,49.1,36.8,8.0,3.0,3.601,1.0,4.657,16,2022_Spanish Grand Prix,46,22.0,66,5,2022_Spanish Grand Prix__TSU__5,88.31671526059898
87.877,SOFT,Barcelona,TSU,AlphaTauri,18,324,47,49.0,36.8,7.0,2.9,3.905,1.0,4.657,16,2022_Spanish Grand Prix,47,22.0,66,5,2022_Spanish Grand Prix__TSU__5,88.18410118666333
88.182,SOFT,Barcelona,TSU,AlphaTauri,19,361,48,49.0,36.6,7.0,2.0,3.927,1.0,4.657,16,2022_Spanish Grand Prix,48,22.0,66,5,2022_Spanish Grand Prix__TSU__5,88.4984871127277
88.441,SOFT,Barcelona,TSU,AlphaTauri,20,400,49,49.0,36.6,8.0,1.7,4.26,1.0,4.657,16,2022_Spanish Grand Prix,49,22.0,66,5,2022_Spanish Grand Prix__TSU__5,88.76687303879206
88.615,SOFT,Barcelona,TSU,AlphaTauri,21,441,50,48.8,36.8,8.0,2.2,4.582,1.0,4.657,16,2022_Spanish Grand Prix,50,22.0,66,5,2022_Spanish Grand Prix__TSU__5,88.95025896485642
88.793,SOFT,Barcelona,TSU,AlphaTauri,22,484,51,48.8,36.9,7.0,3.2,4.901,1.0,4.657,16,2022_Spanish Grand Prix,51,22.0,66,5,2022_Spanish Grand Prix__TSU__5,89.1376448909208
87.131,SOFT,Barcelona,TSU,AlphaTauri,5,25,54,48.5,36.6,8.0,2.0,5.059,1.0,4.657,16,2022_Spanish Grand Prix,54,22.0,66,6,2022_Spanish Grand Prix__TSU__6,87.50380266911387
87.474,SOFT,Barcelona,TSU,AlphaTauri,6,36,55,48.3,36.5,9.0,2.5,2.84,1.0,4.657,16,2022_Spanish Grand Prix,55,22.0,66,6,2022_Spanish Grand Prix__TSU__6,87.85618859517824
87.078,SOFT,Barcelona,TSU,AlphaTauri,7,49,56,48.3,36.5,9.0,2.2,0.173,1.0,4.657,16,2022_Spanish Grand Prix,56,22.0,66,6,2022_Spanish Grand Prix__TSU__6,87.4695745212426
86.859,SOFT,Barcelona,TSU,AlphaTauri,8,64,57,48.4,36.4,8.0,2.0,3.974,1.0,4.657,16,2022_Spanish Grand Prix,57,22.0,66,6,2022_Spanish Grand Prix__TSU__6,87.25996044730695
86.974,SOFT,Barcelona,TSU,AlphaTauri,9,81,58,48.4,36.3,7.0,5.5,4.041,1.0,4.657,16,2022_Spanish Grand Prix,58,22.0,66,6,2022_Spanish Grand Prix__TSU__6,87.38434637337133
86.828,SOFT,Barcelona,TSU,AlphaTauri,10,100,59,48.3,36.3,8.0,4.5,4.226,1.0,4.657,16,2022_Spanish Grand Prix,59,22.0,66,6,2022_Spanish Grand Prix__TSU__6,87.2477322994357
87.151,SOFT,Barcelona,TSU,AlphaTauri,11,121,60,48.2,36.4,9.0,2.7,4.443,1.0,4.657,16,2022_Spanish Grand Prix,60,22.0,66,6,2022_Spanish Grand Prix__TSU__6,87.58011822550004
87.334,SOFT,Barcelona,TSU,AlphaTauri,12,144,61,48.1,36.4,11.0,2.4,4.668,1.0,4.657,16,2022_Spanish Grand Prix,61,22.0,66,6,2022_Spanish Grand Prix__TSU__6,87.77250415156442
87.784,SOFT,Barcelona,TSU,AlphaTauri,13,169,62,48.0,36.5,9.0,4.5,4.618,1.0,4.657,16,2022_Spanish Grand Prix,62,22.0,66,6,2022_Spanish Grand Prix__TSU__6,88.23189007762878
87.159,SOFT,Barcelona,TSU,AlphaTauri,14,196,63,48.0,36.5,8.0,4.3,4.683,1.0,4.657,16,2022_Spanish Grand Prix,63,22.0,66,6,2022_Spanish Grand Prix__TSU__6,87.61627600369314
87.826,SOFT,Barcelona,TSU,AlphaTauri,15,225,64,47.9,36.5,8.0,2.7,4.421,1.0,4.657,16,2022_Spanish Grand Prix,64,22.0,66,6,2022_Spanish Grand Prix__TSU__6,88.2926619297575
88.314,SOFT,Barcelona,TSU,AlphaTauri,16,256,65,48.1,36.4,7.0,4.3,3.754,1.0,4.657,16,2022_Spanish Grand Prix,65,22.0,66,6,2022_Spanish Grand Prix__TSU__6,88.79004785582185
87.509,SOFT,Barcelona,VER,Red Bull Racing,5,25,2,49.3,36.6,6.0,4.0,0.993,0.0,4.657,16,2022_Spanish Grand Prix,2,22.0,66,1,2022_Spanish Grand Prix__VER__1,87.52777185212872
87.574,SOFT,Barcelona,VER,Red Bull Racing,6,36,3,49.4,36.7,7.0,2.9,0.875,1.0,4.657,16,2022_Spanish Grand Prix,3,22.0,66,1,2022_Spanish Grand Prix__VER__1,87.46812043983137
87.601,SOFT,Barcelona,VER,Red Bull Racing,7,49,4,49.4,36.9,6.0,3.5,1.251,1.0,4.657,16,2022_Spanish Grand Prix,4,22.0,66,1,2022_Spanish Grand Prix__VER__1,87.50450636589572
87.937,SOFT,Barcelona,VER,Red Bull Racing,8,64,5,49.5,37.0,6.0,3.2,1.181,1.0,4.657,16,2022_Spanish Grand Prix,5,22.0,66,1,2022_Spanish Grand Prix__VER__1,87.84989229196009
87.761,SOFT,Barcelona,VER,Red Bull Racing,9,81,6,49.3,37.0,6.0,3.7,1.227,1.0,4.657,16,2022_Spanish Grand Prix,6,22.0,66,1,2022_Spanish Grand Prix__VER__1,87.68327821802445
87.317,MEDIUM,Barcelona,VER,Red Bull Racing,2,4,15,49.7,36.8,6.0,3.5,0.985,1.0,4.657,16,2022_Spanish Grand Prix,15,22.0,66,4,2022_Spanish Grand Prix__VER__4,87.32375155260371
88.085,MEDIUM,Barcelona,VER,Red Bull Racing,3,9,16,49.7,36.7,6.0,4.5,0.671,1.0,4.657,16,2022_Spanish Grand Prix,16,22.0,66,4,2022_Spanish Grand Prix__VER__4,88.10113747866808
88.13,MEDIUM,Barcelona,VER,Red Bull Racing,4,16,17,49.7,36.6,6.0,3.2,0.74,1.0,4.657,16,2022_Spanish Grand Prix,17,22.0,66,4,2022_Spanish Grand Prix__VER__4,88.15552340473245
88.336,MEDIUM,Barcelona,VER,Red Bull Racing,5,25,18,49.7,36.7,6.0,2.5,0.721,1.0,4.657,16,2022_Spanish Grand Prix,18,22.0,66,4,2022_Spanish Grand Prix__VER__4,88.3709093307968
87.954,MEDIUM,Barcelona,VER,Red Bull Racing,6,36,19,49.7,37.2,5.0,3.5,0.74,1.0,4.657,16,2022_Spanish Grand Prix,19,22.0,66,4,2022_Spanish Grand Prix__VER__4,87.99829525686117
88.275,MEDIUM,Barcelona,VER,Red Bull Racing,7,49,20,49.7,37.1,5.0,3.4,0.664,1.0,4.657,16,2022_Spanish Grand Prix,20,22.0,66,4,2022_Spanish Grand Prix__VER__4,88.32868118292554
88.094,MEDIUM,Barcelona,VER,Red Bull Racing,8,64,21,49.7,37.1,5.0,3.9,0.684,1.0,4.657,16,2022_Spanish Grand Prix,21,22.0,66,4,2022_Spanish Grand Prix__VER__4,88.15706710898989
88.207,MEDIUM,Barcelona,VER,Red Bull Racing,9,81,22,49.0,37.0,6.0,3.5,0.655,1.0,4.657,16,2022_Spanish Grand Prix,22,22.0,66,4,2022_Spanish Grand Prix__VER__4,88.27945303505426
88.466,MEDIUM,Barcelona,VER,Red Bull Racing,10,100,23,49.0,37.0,6.0,2.5,0.725,1.0,4.657,16,2022_Spanish Grand Prix,23,22.0,66,4,2022_Spanish Grand Prix__VER__4,88.54783896111861
89.602,MEDIUM,Barcelona,VER,Red Bull Racing,11,121,24,49.5,37.1,6.0,2.0,0.636,1.0,4.657,16,2022_Spanish Grand Prix,24,22.0,66,4,2022_Spanish Grand Prix__VER__4,89.69322488718299
88.957,MEDIUM,Barcelona,VER,Red Bull Racing,12,144,25,49.4,37.0,6.0,2.7,0.65,1.0,4.657,16,2022_Spanish Grand Prix,25,22.0,66,4,2022_Spanish Grand Prix__VER__4,89.05761081324734
88.486,MEDIUM,Barcelona,VER,Red Bull Racing,13,169,26,49.4,37.0,6.0,2.5,0.817,1.0,4.657,16,2022_Spanish Grand Prix,26,22.0,66,4,2022_Spanish Grand Prix__VER__4,88.59599673931172
88.533,MEDIUM,Barcelona,VER,Red Bull Racing,14,196,27,49.4,37.0,7.0,1.0,0.616,1.0,4.657,16,2022_Spanish Grand Prix,27,22.0,66,4,2022_Spanish Grand Prix__VER__4,88.65238266537608
85.732,SOFT,Barcelona,VER,Red Bull Racing,5,25,30,49.3,37.2,7.0,3.7,4.078,1.0,4.657,16,2022_Spanish Grand Prix,30,22.0,66,5,2022_Spanish Grand Prix__VER__5,85.87954044356917
87.0,SOFT,Barcelona,VER,Red Bull Racing,6,36,31,49.3,37.2,6.0,4.3,1.118,1.0,4.657,16,2022_Spanish Grand Prix,31,22.0,66,5,2022_Spanish Grand Prix__VER__5,87.15692636963352
85.974,SOFT,Barcelona,VER,Red Bull Racing,7,49,32,49.3,37.2,6.0,3.5,10.0,1.0,4.657,16,2022_Spanish Grand Prix,32,22.0,66,5,2022_Spanish Grand Prix__VER__5,86.1403122956979
86.799,SOFT,Barcelona,VER,Red Bull Racing,8,64,33,49.5,37.1,6.0,4.6,9.318,1.0,4.657,16,2022_Spanish Grand Prix,33,22.0,66,5,2022_Spanish Grand Prix__VER__5,86.97469822176225
86.517,SOFT,Barcelona,VER,Red Bull Racing,9,81,34,49.5,37.0,6.0,3.7,6.831,1.0,4.657,16,2022_Spanish Grand Prix,34,22.0,66,5,2022_Spanish Grand Prix__VER__5,86.70208414782661
86.951,SOFT,Barcelona,VER,Red Bull Racing,10,100,35,49.2,36.7,7.0,2.9,4.127,1.0,4.657,16,2022_Spanish Grand Prix,35,22.0,66,5,2022_Spanish Grand Prix__VER__5,87.14547007389098
87.255,SOFT,Barcelona,VER,Red Bull Racing,11,121,36,49.1,36.7,7.0,3.2,7.41,1.0,4.657,16,2022_Spanish Grand Prix,36,22.0,66,5,2022_Spanish Grand Prix__VER__5,87.45885599995533
86.773,SOFT,Barcelona,VER,Red Bull Racing,12,144,37,49.0,36.6,7.0,3.0,10.0,1.0,4.657,16,2022_Spanish Grand Prix,37,22.0,66,5,2022_Spanish Grand Prix__VER__5,86.9862419260197
86.586,SOFT,Barcelona,VER,Red Bull Racing,13,169,38,49.0,36.6,7.0,2.7,10.0,1.0,4.657,16,2022_Spanish Grand Prix,38,22.0,66,5,2022_Spanish Grand Prix__VER__5,86.80862785208407
86.776,SOFT,Barcelona,VER,Red Bull Racing,14,196,39,49.3,36.8,7.0,3.5,10.0,1.0,4.657,16,2022_Spanish Grand Prix,39,22.0,66,5,2022_Spanish Grand Prix__VER__5,87.00801377814842
86.93,SOFT,Barcelona,VER,Red Bull Racing,15,225,40,49.1,36.7,7.0,3.7,10.0,1.0,4.657,16,2022_Spanish Grand Prix,40,22.0,66,5,2022_Spanish Grand Prix__VER__5,87.1713997042128
87.455,SOFT,Barcelona,VER,Red Bull Racing,16,256,41,49.1,36.8,8.0,2.0,10.0,1.0,4.657,16,2022_Spanish Grand Prix,41,22.0,66,5,2022_Spanish Grand Prix__VER__5,87.70578563027715
87.176,SOFT,Barcelona,VER,Red Bull Racing,17,289,42,49.0,36.6,8.0,3.5,10.0,1.0,4.657,16,2022_Spanish Grand Prix,42,22.0,66,5,2022_Spanish Grand Prix__VER__5,87.43617155634152
87.134,SOFT,Barcelona,VER,Red Bull Racing,18,324,43,49.0,36.6,7.0,3.7,10.0,1.0,4.657,16,2022_Spanish Grand Prix,43,22.0,66,5,2022_Spanish Grand Prix__VER__5,87.40355748240589
85.456,MEDIUM,Barcelona,VER,Red Bull Racing,2,4,46,49.1,36.7,8.0,3.0,4.676,1.0,4.657,16,2022_Spanish Grand Prix,46,22.0,66,6,2022_Spanish Grand Prix__VER__6,85.75371526059898
85.704,MEDIUM,Barcelona,VER,Red Bull Racing,3,9,47,49.1,36.8,8.0,3.0,3.324,1.0,4.657,16,2022_Spanish Grand Prix,47,22.0,66,6,2022_Spanish Grand Prix__VER__6,86.01110118666332
85.755,MEDIUM,Barcelona,VER,Red Bull Racing,4,16,48,49.0,36.8,7.0,2.7,1.845,1.0,4.657,16,2022_Spanish Grand Prix,48,22.0,66,6,2022_Spanish Grand Prix__VER__6,86.0714871127277
86.242,MEDIUM,Barcelona,VER,Red Bull Racing,5,25,49,49.0,36.6,7.0,2.0,0.685,1.0,4.657,16,2022_Spanish Grand Prix,49,22.0,66,6,2022_Spanish Grand Prix__VER__6,86.56787303879206
86.491,MEDIUM,Barcelona,VER,Red Bull Racing,6,36,50,49.0,36.5,8.0,1.3,10.0,1.0,4.657,16,2022_Spanish Grand Prix,50,22.0,66,6,2022_Spanish Grand Prix__VER__6,86.82625896485642
86.66,MEDIUM,Barcelona,VER,Red Bull Racing,7,49,51,48.8,36.8,8.0,2.2,10.0,1.0,4.657,16,2022_Spanish Grand Prix,51,22.0,66,6,2022_Spanish Grand Prix__VER__6,87.00464489092079
86.785,MEDIUM,Barcelona,VER,Red Bull Racing,8,64,52,48.8,36.9,7.0,3.4,10.0,1.0,4.657,16,2022_Spanish Grand Prix,52,22.0,66,6,2022_Spanish Grand Prix__VER__6,87.13903081698514
86.656,MEDIUM,Barcelona,VER,Red Bull Racing,9,81,53,48.9,36.9,7.0,2.7,10.0,1.0,4.657,16,2022_Spanish Grand Prix,53,22.0,66,6,2022_Spanish Grand Prix__VER__6,87.01941674304952
86.935,MEDIUM,Barcelona,VER,Red Bull Racing,10,100,54,48.9,36.9,7.0,3.7,10.0,1.0,4.657,16,2022_Spanish Grand Prix,54,22.0,66,6,2022_Spanish Grand Prix__VER__6,87.30780266911387
87.015,MEDIUM,Barcelona,VER,Red Bull Racing,11,121,55,48.5,36.6,8.0,2.0,10.0,1.0,4.657,16,2022_Spanish Grand Prix,55,22.0,66,6,2022_Spanish Grand Prix__VER__6,87.39718859517824
87.038,MEDIUM,Barcelona,VER,Red Bull Racing,12,144,56,48.4,36.6,8.0,2.2,10.0,1.0,4.657,16,2022_Spanish Grand Prix,56,22.0,66,6,2022_Spanish Grand Prix__VER__6,87.4295745212426
86.618,MEDIUM,Barcelona,VER,Red Bull Racing,13,169,57,48.3,36.5,9.0,2.2,10.0,1.0,4.657,16,2022_Spanish Grand Prix,57,22.0,66,6,2022_Spanish Grand Prix__VER__6,87.01896044730695
86.621,MEDIUM,Barcelona,VER,Red Bull Racing,14,196,58,48.4,36.4,8.0,2.0,10.0,1.0,4.657,16,2022_Spanish Grand Prix,58,22.0,66,6,2022_Spanish Grand Prix__VER__6,87.03134637337132
86.863,MEDIUM,Barcelona,VER,Red Bull Racing,15,225,59,48.4,36.3,7.0,5.5,10.0,1.0,4.657,16,2022_Spanish Grand Prix,59,22.0,66,6,2022_Spanish Grand Prix__VER__6,87.2827322994357
86.59,MEDIUM,Barcelona,VER,Red Bull Racing,16,256,60,48.3,36.3,8.0,4.5,10.0,1.0,4.657,16,2022_Spanish Grand Prix,60,22.0,66,6,2022_Spanish Grand Prix__VER__6,87.01911822550005
86.819,MEDIUM,Barcelona,VER,Red Bull Racing,17,289,61,48.2,36.4,9.0,2.7,10.0,1.0,4.657,16,2022_Spanish Grand Prix,61,22.0,66,6,2022_Spanish Grand Prix__VER__6,87.25750415156442
86.924,MEDIUM,Barcelona,VER,Red Bull Racing,18,324,62,48.1,36.4,11.0,2.4,10.0,1.0,4.657,16,2022_Spanish Grand Prix,62,22.0,66,6,2022_Spanish Grand Prix__VER__6,87.37189007762878
87.205,MEDIUM,Barcelona,VER,Red Bull Racing,19,361,63,48.0,36.5,9.0,4.5,10.0,1.0,4.657,16,2022_Spanish Grand Prix,63,22.0,66,6,2022_Spanish Grand Prix__VER__6,87.66227600369314
87.345,MEDIUM,Barcelona,VER,Red Bull Racing,20,400,64,48.0,36.5,8.0,4.3,10.0,1.0,4.657,16,2022_Spanish Grand Prix,64,22.0,66,6,2022_Spanish Grand Prix__VER__6,87.8116619297575
87.611,MEDIUM,Barcelona,VER,Red Bull Racing,21,441,65,48.0,36.4,8.0,3.2,10.0,1.0,4.657,16,2022_Spanish Grand Prix,65,22.0,66,6,2022_Spanish Grand Prix__VER__6,88.08704785582187
87.437,MEDIUM,Barcelona,VER,Red Bull Racing,22,484,66,48.1,36.4,7.0,4.3,10.0,1.0,4.657,16,2022_Spanish Grand Prix,66,22.0,66,6,2022_Spanish Grand Prix__VER__6,87.92243378188623
90.959,SOFT,Barcelona,VET,Aston Martin,5,25,2,49.4,36.7,7.0,2.7,0.374,0.0,4.657,16,2022_Spanish Grand Prix,2,22.0,66,1,2022_Spanish Grand Prix__VET__1,90.97777185212873
90.09,SOFT,Barcelona,VET,Aston Martin,6,36,3,49.4,36.7,7.0,2.9,0.435,1.0,4.657,16,2022_Spanish Grand Prix,3,22.0,66,1,2022_Spanish Grand Prix__VET__1,89.98412043983137
89.876,SOFT,Barcelona,VET,Aston Martin,7,49,4,49.4,36.9,6.0,4.4,0.694,1.0,4.657,16,2022_Spanish Grand Prix,4,22.0,66,1,2022_Spanish Grand Prix__VET__1,89.77950636589573
90.074,SOFT,Barcelona,VET,Aston Martin,8,64,5,49.5,37.0,6.0,3.2,0.981,1.0,4.657,16,2022_Spanish Grand Prix,5,22.0,66,1,2022_Spanish Grand Prix__VET__1,89.98689229196009
90.45,SOFT,Barcelona,VET,Aston Martin,9,81,6,49.3,37.0,6.0,2.9,1.074,1.0,4.657,16,2022_Spanish Grand Prix,6,22.0,66,1,2022_Spanish Grand Prix__VET__1,90.37227821802446
90.561,SOFT,Barcelona,VET,Aston Martin,14,196,11,49.7,37.0,6.0,4.3,6.803,1.0,4.657,16,2022_Spanish Grand Prix,11,22.0,66,3,2022_Spanish Grand Prix__VET__3,90.53020784834628
90.542,SOFT,Barcelona,VET,Aston Martin,15,225,12,49.7,37.0,6.0,4.4,10.0,1.0,4.657,16,2022_Spanish Grand Prix,12,22.0,66,3,2022_Spanish Grand Prix__VET__3,90.52059377441063
90.444,SOFT,Barcelona,VET,Aston Martin,16,256,13,49.7,37.0,6.0,3.2,10.0,1.0,4.657,16,2022_Spanish Grand Prix,13,22.0,66,3,2022_Spanish Grand Prix__VET__3,90.431979700475
90.653,SOFT,Barcelona,VET,Aston Martin,17,289,14,49.7,36.9,6.0,3.9,10.0,1.0,4.657,16,2022_Spanish Grand Prix,14,22.0,66,3,2022_Spanish Grand Prix__VET__3,90.65036562653937
90.948,SOFT,Barcelona,VET,Aston Martin,18,324,15,49.7,36.8,6.0,3.5,10.0,1.0,4.657,16,2022_Spanish Grand Prix,15,22.0,66,3,2022_Spanish Grand Prix__VET__3,90.95475155260371
90.37,SOFT,Barcelona,VET,Aston Martin,19,361,16,49.7,36.7,6.0,4.5,1.31,1.0,4.657,16,2022_Spanish Grand Prix,16,22.0,66,3,2022_Spanish Grand Prix__VET__3,90.38613747866809
91.338,SOFT,Barcelona,VET,Aston Martin,21,441,18,49.7,36.9,6.0,3.2,2.594,1.0,4.657,16,2022_Spanish Grand Prix,18,22.0,66,3,2022_Spanish Grand Prix__VET__3,91.3729093307968
90.47,SOFT,Barcelona,VET,Aston Martin,22,484,19,49.7,37.2,5.0,3.5,2.821,1.0,4.657,16,2022_Spanish Grand Prix,19,22.0,66,3,2022_Spanish Grand Prix__VET__3,90.51429525686117
90.645,SOFT,Barcelona,VET,Aston Martin,23,529,20,49.7,37.1,6.0,2.5,4.815,1.0,4.657,16,2022_Spanish Grand Prix,20,22.0,66,3,2022_Spanish Grand Prix__VET__3,90.69868118292553
89.014,SOFT,Barcelona,VET,Aston Martin,5,25,23,49.5,37.1,6.0,2.0,6.332,1.0,4.657,16,2022_Spanish Grand Prix,23,22.0,66,4,2022_Spanish Grand Prix__VET__4,89.09583896111862
